1550179362.39,1550179364.06,3_1,10_3,5_3,10_1,11_2,3_1,10_3,11_1,10_1,11_2,3_1,10_3,11_1,10_1,11_2,1550179363.589432,1550179374.060213,3_1,False,1550179374.060269,1550179374.060269
1550179383.6,1550179386.83,6_3,3_2,5_0,11_2,1_1,6_3,3_2,5_0,11_2,1_1,6_3,3_2,5_0,11_2,1_1,1550179386.358463,1550179389.956693,3_2,False,1550179389.95675,1550179389.95675
1550179395.45,1550179396.97,3_2,5_1,11_2,5_3,6_0,3_2,5_1,11_2,11_1,6_0,3_2,5_1,11_2,11_1,6_0,1550179396.495968,1550179398.279527,3_2,False,1550179398.279578,1550179398.279578
1550179438.3,1550179441.36,10_0,10_3,6_4,6_2,3_1,10_0,10_3,6_4,6_2,3_1,10_0,10_3,6_4,6_2,3_1,1550179440.887896,1550179442.775471,10_0,False,1550179442.775519,1550179442.775519
1550179446.89,1550179452.06,10_3,10_1,10_2,1_2,5_0,10_3,10_1,10_2,1_2,5_0,10_3,10_1,10_2,1_2,5_0,1550179451.597426,1550179453.254859,10_3,False,1550179453.254924,1550179453.254924
1550179494.63,1550179496.21,3_1,10_0,5_2,6_2,10_3,3_1,10_0,5_2,6_2,10_3,3_1,10_0,5_2,6_2,10_3,1550179495.735814,1550179497.59901,3_1,False,1550179497.599069,1550179497.599069
1550179505.56,1550179507.13,4_1,4_2,6_2,3_2,5_2,4_1,4_2,6_2,3_2,5_2,4_1,4_2,6_2,3_2,5_2,1550179506.65029,1550179508.405288,4_1,False,1550179508.405467,1550179508.405467
1550179534.89,1550179536.27,11_2,6_0,5_0,5_3,10_3,11_2,6_0,5_0,11_1,10_3,11_2,6_0,5_0,11_1,10_3,1550179535.788577,1550179539.22214,6_0,False,1550179539.222197,1550179539.222197
1550179541.8,1550179543.1,6_3,10_3,11_2,5_3,3_2,6_3,10_3,11_2,11_1,3_2,6_3,10_3,11_2,11_1,3_2,1550179542.614629,1550179544.415158,6_3,False,1550179544.415225,1550179544.415225
1550179551.33,1550179552.89,4_1,4_2,6_2,5_2,3_2,4_1,4_2,6_2,5_2,3_2,4_1,4_2,6_2,5_2,3_2,1550179552.415186,1550179554.270529,4_1,False,1550179554.270582,1550179554.270582
1550179563.66,1550179564.86,4_2,4_1,3_2,6_1,6_0,4_2,4_1,3_2,6_1,6_0,4_2,4_1,3_2,6_1,6_0,1550179564.379741,1550179566.247786,4_2,False,1550179566.247838,1550179566.247838
1550179582.19,1550179583.77,11_2,5_0,6_0,1_2,5_3,11_2,5_0,6_0,1_2,11_1,11_2,5_0,6_0,1_2,11_1,1550179583.291474,1550179586.664584,5_0,False,1550179586.664632,1550179586.664632
1550179589.21,1550179590.56,5_1,3_2,11_2,6_1,6_0,5_1,3_2,11_2,6_1,6_0,5_1,3_2,11_2,6_1,6_0,1550179590.084557,1550179591.934405,5_1,False,1550179591.934471,1550179591.934471
